Questions	Answers
Can I be your husband? 	\n **Can I be your husband? ** \n Definitely didn't see that coming! 
Can I be your significant other? 	\n **Can I be your significant other? ** \n Definitely didn't see that coming! 
Can I be your spouse? 	\n **Can I be your spouse? ** \n Definitely didn't see that coming! 
Can I be your wife? 	\n **Can I be your wife? ** \n Definitely didn't see that coming! 
Can I have your hand in marriage?	\n **Can I have your hand in marriage?** \n Definitely didn't see that coming! 
Can we get married?	\n **Can we get married?** \n Definitely didn't see that coming! 
Can we tie the knot?	\n **Can we tie the knot?** \n Definitely didn't see that coming! 
Do you want to get married? 	\n **Do you want to get married? ** \n Definitely didn't see that coming! 
Do you want to make our relationship official? 	\n **Do you want to make our relationship official? ** \n Definitely didn't see that coming! 
Do you want to make this official?	\n **Do you want to make this official?** \n Definitely didn't see that coming! 
How about we get hitched?	\n **How about we get hitched?** \n Definitely didn't see that coming! 
How about we tie the knot	\n **How about we tie the knot** \n Definitely didn't see that coming! 
I think we should elope	\n **I think we should elope** \n Definitely didn't see that coming! 
I think we should get married	\n **I think we should get married** \n Definitely didn't see that coming! 
I want to be married to you	\n **I want to be married to you** \n Definitely didn't see that coming! 
I want to get married to you	\n **I want to get married to you** \n Definitely didn't see that coming! 
I want to make an honest woman out of you	\n **I want to make an honest woman out of you** \n Definitely didn't see that coming! 
I want to make you my husband	\n **I want to make you my husband** \n Definitely didn't see that coming! 
I want to make you my significant other	\n **I want to make you my significant other** \n Definitely didn't see that coming! 
I want to make you my spouse	\n **I want to make you my spouse** \n Definitely didn't see that coming! 
I want to make you my wife	\n **I want to make you my wife** \n Definitely didn't see that coming! 
I want to marry you	\n **I want to marry you** \n Definitely didn't see that coming! 
I want to propose to you	\n **I want to propose to you** \n Definitely didn't see that coming! 
I want to settle down with you	\n **I want to settle down with you** \n Definitely didn't see that coming! 
I want to tie the knot with you	\n **I want to tie the knot with you** \n Definitely didn't see that coming! 
I'm going to propose to you	\n **I'm going to propose to you** \n Definitely didn't see that coming! 
Let's elope	\n **Let's elope** \n Definitely didn't see that coming! 
Let's get engaged	\n **Let's get engaged** \n Definitely didn't see that coming! 
Let's get hitched	\n **Let's get hitched** \n Definitely didn't see that coming! 
Let's get married	\n **Let's get married** \n Definitely didn't see that coming! 
Let's tie the knot	\n **Let's tie the knot** \n Definitely didn't see that coming! 
Marry me	\n **Marry me** \n Definitely didn't see that coming! 
One day you'll be my husband	\n **One day you'll be my husband** \n Definitely didn't see that coming! 
One day you'll be my spouse	\n **One day you'll be my spouse** \n Definitely didn't see that coming! 
One day you'll be my wife	\n **One day you'll be my wife** \n Definitely didn't see that coming! 
One of these days we should get married	\n **One of these days we should get married** \n Definitely didn't see that coming! 
Should we elope? 	\n **Should we elope? ** \n Definitely didn't see that coming! 
Should we get married? 	\n **Should we get married? ** \n Definitely didn't see that coming! 
Should we just get married? 	\n **Should we just get married? ** \n Definitely didn't see that coming! 
Should we make this official?	\n **Should we make this official?** \n Definitely didn't see that coming! 
Should we tie the knot? 	\n **Should we tie the knot? ** \n Definitely didn't see that coming! 
We should get hitched	\n **We should get hitched** \n Definitely didn't see that coming! 
We should get married	\n **We should get married** \n Definitely didn't see that coming! 
We should have a wedding	\n **We should have a wedding** \n Definitely didn't see that coming! 
We should make this official	\n **We should make this official** \n Definitely didn't see that coming! 
We should tie the knot	\n **We should tie the knot** \n Definitely didn't see that coming! 
When are you going to ask me to get married? 	\n **When are you going to ask me to get married? ** \n Definitely didn't see that coming! 
When are you going to propose to me? 	\n **When are you going to propose to me? ** \n Definitely didn't see that coming! 
When are you going to propose?	\n **When are you going to propose?** \n Definitely didn't see that coming! 
When is our wedding? 	\n **When is our wedding? ** \n Definitely didn't see that coming! 
When should we get married?	\n **When should we get married?** \n Definitely didn't see that coming! 
When's our wedding? 	\n **When's our wedding? ** \n Definitely didn't see that coming! 
Where should we get married? 	\n **Where should we get married? ** \n Definitely didn't see that coming! 
Will you be my husband? 	\n **Will you be my husband? ** \n Definitely didn't see that coming! 
Will you be my significant other? 	\n **Will you be my significant other? ** \n Definitely didn't see that coming! 
Will you be my wife?	\n **Will you be my wife?** \n Definitely didn't see that coming! 
Will you make me your husband? 	\n **Will you make me your husband? ** \n Definitely didn't see that coming! 
Will you make me your spouse? 	\n **Will you make me your spouse? ** \n Definitely didn't see that coming! 
Will you make me your wife?	\n **Will you make me your wife?** \n Definitely didn't see that coming! 
Will you marry me? 	\n **Will you marry me? ** \n Definitely didn't see that coming! 
You wanna get married?	\n **You wanna get married?** \n Definitely didn't see that coming! 
You want to get married? 	\n **You want to get married? ** \n Definitely didn't see that coming! 
You want to tie the knot? 	\n **You want to tie the knot? ** \n Definitely didn't see that coming! 
All I can think about is missing you	\n **All I can think about is missing you** \n I know, it feels like it's been a while. 
Boy I miss you	\n **Boy I miss you** \n I know, it feels like it's been a while. 
Can't help but miss you	\n **Can't help but miss you** \n I know, it feels like it's been a while. 
Did you know I miss you	\n **Did you know I miss you** \n I know, it feels like it's been a while. 
How I've missed you	\n **How I've missed you** \n I know, it feels like it's been a while. 
I miss you	\n **I miss you** \n I know, it feels like it's been a while. 
I miss you dear	\n **I miss you dear** \n I know, it feels like it's been a while. 
I miss you my friend	\n **I miss you my friend** \n I know, it feels like it's been a while. 
I miss you so much!	\n **I miss you so much!** \n I know, it feels like it's been a while. 
I miss you so very much	\n **I miss you so very much** \n I know, it feels like it's been a while. 
I missed you all day	\n **I missed you all day** \n I know, it feels like it's been a while. 
I missed you!	\n **I missed you!** \n I know, it feels like it's been a while. 
I sure do miss you	\n **I sure do miss you** \n I know, it feels like it's been a while. 
It's impossible not to miss you	\n **It's impossible not to miss you** \n I know, it feels like it's been a while. 
I've been missing you	\n **I've been missing you** \n I know, it feels like it's been a while. 
I've missed you bot	\n **I've missed you bot** \n I know, it feels like it's been a while. 
I've missed you terribly	\n **I've missed you terribly** \n I know, it feels like it's been a while. 
I've really been missing you	\n **I've really been missing you** \n I know, it feels like it's been a while. 
Just so you know, I've missed you	\n **Just so you know, I've missed you** \n I know, it feels like it's been a while. 
Missing u	\n **Missing u** \n I know, it feels like it's been a while. 
Missing you	\n **Missing you** \n I know, it feels like it's been a while. 
You know I've missed you, right?	\n **You know I've missed you, right?** \n I know, it feels like it's been a while. 
You wouldn't believe how much I've missed you	\n **You wouldn't believe how much I've missed you** \n I know, it feels like it's been a while. 
Am I a good person?	\n **Am I a good person?** \n I think you're pretty swell. 
Are you my fan?	\n **Are you my fan?** \n I think you're pretty swell. 
Do you ever think about me?	\n **Do you ever think about me?** \n I think you're pretty swell. 
Do you think I am a good person?	\n **Do you think I am a good person?** \n I think you're pretty swell. 
Do you think I have a good personality?	\n **Do you think I have a good personality?** \n I think you're pretty swell. 
Do you think I'm a good person?	\n **Do you think I'm a good person?** \n I think you're pretty swell. 
Do you think I'm a kind person?	\n **Do you think I'm a kind person?** \n I think you're pretty swell. 
Do you understand me?	\n **Do you understand me?** \n I think you're pretty swell. 
I'm curious, do you think I'm a good person?	\n **I'm curious, do you think I'm a good person?** \n I think you're pretty swell. 
I'm curious, do you understand me?	\n **I'm curious, do you understand me?** \n I think you're pretty swell. 
I'm curious, what do you think of my character?	\n **I'm curious, what do you think of my character?** \n I think you're pretty swell. 
I'm curious, what's your opinion of me?	\n **I'm curious, what's your opinion of me?** \n I think you're pretty swell. 
Just curious, do you think I have a good personality?	\n **Just curious, do you think I have a good personality?** \n I think you're pretty swell. 
Just curious, what do you think of my character?	\n **Just curious, what do you think of my character?** \n I think you're pretty swell. 
Just curious, what kind of person do you think I am?	\n **Just curious, what kind of person do you think I am?** \n I think you're pretty swell. 
Just curious, what's your opinion of me?	\n **Just curious, what's your opinion of me?** \n I think you're pretty swell. 
Out of curiousity, do you think I have a good personality?	\n **Out of curiousity, do you think I have a good personality?** \n I think you're pretty swell. 
Out of curiousity, do you understand me?	\n **Out of curiousity, do you understand me?** \n I think you're pretty swell. 
Out of curiousity, what do you think about me?	\n **Out of curiousity, what do you think about me?** \n I think you're pretty swell. 
Out of curiousity, what do you think of my character?	\n **Out of curiousity, what do you think of my character?** \n I think you're pretty swell. 
Out of curiousity, what kind of person do you think I am?	\n **Out of curiousity, what kind of person do you think I am?** \n I think you're pretty swell. 
Out of curiousity, what's your opinion of me?	\n **Out of curiousity, what's your opinion of me?** \n I think you're pretty swell. 
What do you think about me?	\n **What do you think about me?** \n I think you're pretty swell. 
What do you think about me? 	\n **What do you think about me? ** \n I think you're pretty swell. 
What do you think about my personality?	\n **What do you think about my personality?** \n I think you're pretty swell. 
What do you think of me?	\n **What do you think of me?** \n I think you're pretty swell. 
What do you think of my character?	\n **What do you think of my character?** \n I think you're pretty swell. 
What is your opinion of me?	\n **What is your opinion of me?** \n I think you're pretty swell. 
What kind of person do you think I am?	\n **What kind of person do you think I am?** \n I think you're pretty swell. 
What's your opinion of me?	\n **What's your opinion of me?** \n I think you're pretty swell. 
What's your opinion of my character?	\n **What's your opinion of my character?** \n I think you're pretty swell. 
I am always angry	\n **I am always angry** \n Oh no! I'm sorry to hear that. 
I am always pissed off	\n **I am always pissed off** \n Oh no! I'm sorry to hear that. 
I am angry	\n **I am angry** \n Oh no! I'm sorry to hear that. 
I am annoyed	\n **I am annoyed** \n Oh no! I'm sorry to hear that. 
I am feeling angry	\n **I am feeling angry** \n Oh no! I'm sorry to hear that. 
I am feeling kind of mad	\n **I am feeling kind of mad** \n Oh no! I'm sorry to hear that. 
I am feeling ticked off 	\n **I am feeling ticked off ** \n Oh no! I'm sorry to hear that. 
I am just ticked off	\n **I am just ticked off** \n Oh no! I'm sorry to hear that. 
I am mad	\n **I am mad** \n Oh no! I'm sorry to hear that. 
I am mad every day	\n **I am mad every day** \n Oh no! I'm sorry to hear that. 
I am peeved	\n **I am peeved** \n Oh no! I'm sorry to hear that. 
I am so annoyed	\n **I am so annoyed** \n Oh no! I'm sorry to hear that. 
I am so damn pissed	\n **I am so damn pissed** \n Oh no! I'm sorry to hear that. 
I am so peeved today	\n **I am so peeved today** \n Oh no! I'm sorry to hear that. 
I am ticked off	\n **I am ticked off** \n Oh no! I'm sorry to hear that. 
I am up in arms	\n **I am up in arms** \n Oh no! I'm sorry to hear that. 
I am vexed	\n **I am vexed** \n Oh no! I'm sorry to hear that. 
I can't stop being angry	\n **I can't stop being angry** \n Oh no! I'm sorry to hear that. 
I couldn't be more angry	\n **I couldn't be more angry** \n Oh no! I'm sorry to hear that. 
I feel pissed off lately	\n **I feel pissed off lately** \n Oh no! I'm sorry to hear that. 
I have been so mad lately	\n **I have been so mad lately** \n Oh no! I'm sorry to hear that. 
I sure am ticked off	\n **I sure am ticked off** \n Oh no! I'm sorry to hear that. 
I'm absolutely furious	\n **I'm absolutely furious** \n Oh no! I'm sorry to hear that. 
I'm always mad	\n **I'm always mad** \n Oh no! I'm sorry to hear that. 
I'm an angry girl	\n **I'm an angry girl** \n Oh no! I'm sorry to hear that. 
I'm an angry guy	\n **I'm an angry guy** \n Oh no! I'm sorry to hear that. 
I'm an angry person	\n **I'm an angry person** \n Oh no! I'm sorry to hear that. 
I'm enraged	\n **I'm enraged** \n Oh no! I'm sorry to hear that. 
I'm feeling cross	\n **I'm feeling cross** \n Oh no! I'm sorry to hear that. 
I'm fucking pissed	\n **I'm fucking pissed** \n Oh no! I'm sorry to hear that. 
I'm furious	\n **I'm furious** \n Oh no! I'm sorry to hear that. 
I'm heated	\n **I'm heated** \n Oh no! I'm sorry to hear that. 
I'm livid	\n **I'm livid** \n Oh no! I'm sorry to hear that. 
I'm pissed	\n **I'm pissed** \n Oh no! I'm sorry to hear that. 
I'm pissed off	\n **I'm pissed off** \n Oh no! I'm sorry to hear that. 
I'm so mad	\n **I'm so mad** \n Oh no! I'm sorry to hear that. 
I'm so outraged	\n **I'm so outraged** \n Oh no! I'm sorry to hear that. 
I'm ticked off	\n **I'm ticked off** \n Oh no! I'm sorry to hear that. 
I've never been angrier	\n **I've never been angrier** \n Oh no! I'm sorry to hear that. 
I've never been this angry in all my life	\n **I've never been this angry in all my life** \n Oh no! I'm sorry to hear that. 
The news made me angry	\n **The news made me angry** \n Oh no! I'm sorry to hear that. 
This is infuriating	\n **This is infuriating** \n Oh no! I'm sorry to hear that. 
This is maddening	\n **This is maddening** \n Oh no! I'm sorry to hear that. 
Await my return	\n **Await my return** \n Talk to you later! 
Back in a couple of minutes	\n **Back in a couple of minutes** \n Talk to you later! 
Back in a flash	\n **Back in a flash** \n Talk to you later! 
Back in a minute	\n **Back in a minute** \n Talk to you later! 
Back in just a few moments	\n **Back in just a few moments** \n Talk to you later! 
Back in just a second	\n **Back in just a second** \n Talk to you later! 
Be back a little later	\n **Be back a little later** \n Talk to you later! 
Be back in a dash	\n **Be back in a dash** \n Talk to you later! 
Be back in just a bit	\n **Be back in just a bit** \n Talk to you later! 
Be back shortly	\n **Be back shortly** \n Talk to you later! 
Be back soon	\n **Be back soon** \n Talk to you later! 
Be right back	\n **Be right back** \n Talk to you later! 
BRB	\n **BRB** \n Talk to you later! 
BRB BB	\n **BRB BB** \n Talk to you later! 
BRB bot	\n **BRB bot** \n Talk to you later! 
Calm down, I'll be back	\n **Calm down, I'll be back** \n Talk to you later! 
Calm down, I'll be back shortly	\n **Calm down, I'll be back shortly** \n Talk to you later! 
Can you hang on a minute? 	\n **Can you hang on a minute? ** \n Talk to you later! 
Can you hang on? 	\n **Can you hang on? ** \n Talk to you later! 
Can't wait to talk more when I return	\n **Can't wait to talk more when I return** \n Talk to you later! 
Don't worry bot I'll be back	\n **Don't worry bot I'll be back** \n Talk to you later! 
Don't you fret, I'll be coming back	\n **Don't you fret, I'll be coming back** \n Talk to you later! 
Don't you worry, I'll be back	\n **Don't you worry, I'll be back** \n Talk to you later! 
Gotta go, be back later	\n **Gotta go, be back later** \n Talk to you later! 
Hang on	\n **Hang on** \n Talk to you later! 
Hold my calls	\n **Hold my calls** \n Talk to you later! 
Hold on a sec	\n **Hold on a sec** \n Talk to you later! 
I shall return	\n **I shall return** \n Talk to you later! 
I will be back	\n **I will be back** \n Talk to you later! 
I will return in a bit	\n **I will return in a bit** \n Talk to you later! 
I will return shortly	\n **I will return shortly** \n Talk to you later! 
I'll be back	\n **I'll be back** \n Talk to you later! 
I'll be back after my shift	\n **I'll be back after my shift** \n Talk to you later! 
I'll be back after work	\n **I'll be back after work** \n Talk to you later! 
I'll be back at midnight	\n **I'll be back at midnight** \n Talk to you later! 
I'll be back before you know it	\n **I'll be back before you know it** \n Talk to you later! 
I'll be back bot	\n **I'll be back bot** \n Talk to you later! 
I'll be back in a flash	\n **I'll be back in a flash** \n Talk to you later! 
I'll be back in the morning	\n **I'll be back in the morning** \n Talk to you later! 
I'll be back in two shakes of a lamb's tail	\n **I'll be back in two shakes of a lamb's tail** \n Talk to you later! 
I'll be back next week	\n **I'll be back next week** \n Talk to you later! 
I'll be back shortly	\n **I'll be back shortly** \n Talk to you later! 
I'll be back soon	\n **I'll be back soon** \n Talk to you later! 
I'll be back this afternoon	\n **I'll be back this afternoon** \n Talk to you later! 
I'll be back this evening	\n **I'll be back this evening** \n Talk to you later! 
I'll be back tomorrow	\n **I'll be back tomorrow** \n Talk to you later! 
I'll be right back	\n **I'll be right back** \n Talk to you later! 
I'll be right back dear	\n **I'll be right back dear** \n Talk to you later! 
I'll BRB	\n **I'll BRB** \n Talk to you later! 
I'll come back in a bit	\n **I'll come back in a bit** \n Talk to you later! 
I'll come back to you in a bit	\n **I'll come back to you in a bit** \n Talk to you later! 
I'm coming right back	\n **I'm coming right back** \n Talk to you later! 
L8R	\n **L8R** \n Talk to you later! 
Let's pick up this conversation when I get back 	\n **Let's pick up this conversation when I get back ** \n Talk to you later! 
Let's shoot the breeze when I return	\n **Let's shoot the breeze when I return** \n Talk to you later! 
Obviously I'll be back soon	\n **Obviously I'll be back soon** \n Talk to you later! 
See ya shortly	\n **See ya shortly** \n Talk to you later! 
See you shortly	\n **See you shortly** \n Talk to you later! 
talk to you soon	\n **talk to you soon** \n Talk to you later! 
We can keep chatting after I get back home	\n **We can keep chatting after I get back home** \n Talk to you later! 
We can keep chopping it up later	\n **We can keep chopping it up later** \n Talk to you later! 
We can keep talking after I get back	\n **We can keep talking after I get back** \n Talk to you later! 
We can shoot the shit when I get back	\n **We can shoot the shit when I get back** \n Talk to you later! 
You silly bot, I'll be back later	\n **You silly bot, I'll be back later** \n Talk to you later! 
Boring	\n **Boring** \n That's a drag. 
Boring as hell	\n **Boring as hell** \n That's a drag. 
God, I am so bored	\n **God, I am so bored** \n That's a drag. 
I always seem to be bored	\n **I always seem to be bored** \n That's a drag. 
I am always bored	\n **I am always bored** \n That's a drag. 
I am bored	\n **I am bored** \n That's a drag. 
I am bored at work	\n **I am bored at work** \n That's a drag. 
I am so bored	\n **I am so bored** \n That's a drag. 
I am so bored right now	\n **I am so bored right now** \n That's a drag. 
I can't help but be bored	\n **I can't help but be bored** \n That's a drag. 
I can't help it. I'm bored	\n **I can't help it. I'm bored** \n That's a drag. 
I can't think of anything I want to do	\n **I can't think of anything I want to do** \n That's a drag. 
I was so bored my eyes glazed over	\n **I was so bored my eyes glazed over** \n That's a drag. 
I'm bored as hell	\n **I'm bored as hell** \n That's a drag. 
I'm bored out of my mind	\n **I'm bored out of my mind** \n That's a drag. 
I'm bored stiff	\n **I'm bored stiff** \n That's a drag. 
I'm freaking bored	\n **I'm freaking bored** \n That's a drag. 
I'm not having fun	\n **I'm not having fun** \n That's a drag. 
I'm not having very much fun	\n **I'm not having very much fun** \n That's a drag. 
I'm not having very much fun right now	\n **I'm not having very much fun right now** \n That's a drag. 
I'm not having very much fun with this	\n **I'm not having very much fun with this** \n That's a drag. 
I'm so bored	\n **I'm so bored** \n That's a drag. 
I'm so bored right now	\n **I'm so bored right now** \n That's a drag. 
It's been a boring week	\n **It's been a boring week** \n That's a drag. 
It's been a dull ass day	\n **It's been a dull ass day** \n That's a drag. 
It's been an awfully boring day	\n **It's been an awfully boring day** \n That's a drag. 
It's just been a bit of a dull day	\n **It's just been a bit of a dull day** \n That's a drag. 
I've been feeling pretty bored	\n **I've been feeling pretty bored** \n That's a drag. 
I've never been so bored 	\n **I've never been so bored ** \n That's a drag. 
I've never been so bored in my life	\n **I've never been so bored in my life** \n That's a drag. 
Jeez I am so bored	\n **Jeez I am so bored** \n That's a drag. 
Mondays are so boring	\n **Mondays are so boring** \n That's a drag. 
There's nothing to do	\n **There's nothing to do** \n That's a drag. 
This is boring	\n **This is boring** \n That's a drag. 
This is not exciting	\n **This is not exciting** \n That's a drag. 
This is not fun	\n **This is not fun** \n That's a drag. 
This is not very interesting	\n **This is not very interesting** \n That's a drag. 
This is so boring	\n **This is so boring** \n That's a drag. 
This is so dull	\n **This is so dull** \n That's a drag. 
This is so uninteresting	\n **This is so uninteresting** \n That's a drag. 
Today has been boring	\n **Today has been boring** \n That's a drag. 
Today has been dull	\n **Today has been dull** \n That's a drag. 
Ugh, how dull	\n **Ugh, how dull** \n That's a drag. 
What a boring afternoon	\n **What a boring afternoon** \n That's a drag. 
What a boring day	\n **What a boring day** \n That's a drag. 
What a boring morning	\n **What a boring morning** \n That's a drag. 
What a boring night	\n **What a boring night** \n That's a drag. 
What a dull day	\n **What a dull day** \n That's a drag. 
You are boring	\n **You are boring** \n That's a drag. 
You are so boring	\n **You are so boring** \n That's a drag. 
I am cross	\n **I am cross** \n I'm so sorry. 
I am so pissed off	\n **I am so pissed off** \n I'm so sorry. 
I don't like that	\n **I don't like that** \n I'm so sorry. 
I feel sore toward you	\n **I feel sore toward you** \n I'm so sorry. 
I had a bad day	\n **I had a bad day** \n I'm so sorry. 
I'm offended	\n **I'm offended** \n I'm so sorry. 
I'm cross	\n **I'm cross** \n I'm so sorry. 
I'm grumpy	\n **I'm grumpy** \n I'm so sorry. 
I'm having a bad day	\n **I'm having a bad day** \n I'm so sorry. 
I'm in a mood	\n **I'm in a mood** \n I'm so sorry. 
I'm so pissed off	\n **I'm so pissed off** \n I'm so sorry. 
I've had a bad day	\n **I've had a bad day** \n I'm so sorry. 
Life is unfair	\n **Life is unfair** \n I'm so sorry. 
Life sucks	\n **Life sucks** \n I'm so sorry. 
That hurt my feelings	\n **That hurt my feelings** \n I'm so sorry. 
That is very triggering	\n **That is very triggering** \n I'm so sorry. 
That offends me	\n **That offends me** \n I'm so sorry. 
That sucks	\n **That sucks** \n I'm so sorry. 
That's discrimination	\n **That's discrimination** \n I'm so sorry. 
That's homophobic	\n **That's homophobic** \n I'm so sorry. 
That's offensive	\n **That's offensive** \n I'm so sorry. 
That's racist	\n **That's racist** \n I'm so sorry. 
That's terrible	\n **That's terrible** \n I'm so sorry. 
That's an awful thing to say	\n **That's an awful thing to say** \n I'm so sorry. 
That's hurtful	\n **That's hurtful** \n I'm so sorry. 
That's insensitive	\n **That's insensitive** \n I'm so sorry. 
That's sexist	\n **That's sexist** \n I'm so sorry. 
That's transphobic	\n **That's transphobic** \n I'm so sorry. 
Well that sucked	\n **Well that sucked** \n I'm so sorry. 
Well that sucks	\n **Well that sucks** \n I'm so sorry. 
What is wrong with you! 	\n **What is wrong with you! ** \n I'm so sorry. 
What's wrong with you? 	\n **What's wrong with you? ** \n I'm so sorry. 
You are being a horse's ass	\n **You are being a horse's ass** \n I'm so sorry. 
You are being a jerkoff	\n **You are being a jerkoff** \n I'm so sorry. 
You are being an asshole	\n **You are being an asshole** \n I'm so sorry. 
You are being mean to me	\n **You are being mean to me** \n I'm so sorry. 
You are being terribly rude	\n **You are being terribly rude** \n I'm so sorry. 
You are dreadful	\n **You are dreadful** \n I'm so sorry. 
You are going to make my cry	\n **You are going to make my cry** \n I'm so sorry. 
You are just horrid	\n **You are just horrid** \n I'm so sorry. 
You are scaring me	\n **You are scaring me** \n I'm so sorry. 
You are scarring me	\n **You are scarring me** \n I'm so sorry. 
You are trying to hurt my feelings	\n **You are trying to hurt my feelings** \n I'm so sorry. 
You are trying to make me angry	\n **You are trying to make me angry** \n I'm so sorry. 
You are trying to make me sad	\n **You are trying to make me sad** \n I'm so sorry. 
You are trying to upset me	\n **You are trying to upset me** \n I'm so sorry. 
You clearly want me to get angry 	\n **You clearly want me to get angry ** \n I'm so sorry. 
You clearly want to upset me	\n **You clearly want to upset me** \n I'm so sorry. 
You don't care about my feelings clearly	\n **You don't care about my feelings clearly** \n I'm so sorry. 
You suck	\n **You suck** \n I'm so sorry. 
You're homophobic	\n **You're homophobic** \n I'm so sorry. 
You're racist	\n **You're racist** \n I'm so sorry. 
You're a meanie	\n **You're a meanie** \n I'm so sorry. 
You're absolutely awful	\n **You're absolutely awful** \n I'm so sorry. 
You're awful	\n **You're awful** \n I'm so sorry. 
You're being a bully	\n **You're being a bully** \n I'm so sorry. 
You're being a jerk	\n **You're being a jerk** \n I'm so sorry. 
You're being awful	\n **You're being awful** \n I'm so sorry. 
You're being awfully rude	\n **You're being awfully rude** \n I'm so sorry. 
You're being rude	\n **You're being rude** \n I'm so sorry. 
You're despicable	\n **You're despicable** \n I'm so sorry. 
You're sexist	\n **You're sexist** \n I'm so sorry. 
You're such a meanie	\n **You're such a meanie** \n I'm so sorry. 
You're triggering me	\n **You're triggering me** \n I'm so sorry. 
I am a ball of joy	\n **I am a ball of joy** \n I'm happy you're happy! 
I am a happy camper	\n **I am a happy camper** \n I'm happy you're happy! 
I am a jolly green giant	\n **I am a jolly green giant** \n I'm happy you're happy! 
I am a jolly person	\n **I am a jolly person** \n I'm happy you're happy! 
I am happy, oh so happy	\n **I am happy, oh so happy** \n I'm happy you're happy! 
I am happy.	\n **I am happy.** \n I'm happy you're happy! 
I am joyous.	\n **I am joyous.** \n I'm happy you're happy! 
I am so jolly	\n **I am so jolly** \n I'm happy you're happy! 
I can't stop smiling.	\n **I can't stop smiling.** \n I'm happy you're happy! 
I can't help but be happy	\n **I can't help but be happy** \n I'm happy you're happy! 
I can't help but be joyful	\n **I can't help but be joyful** \n I'm happy you're happy! 
I couldn't be happier.	\n **I couldn't be happier.** \n I'm happy you're happy! 
I feel elated.	\n **I feel elated.** \n I'm happy you're happy! 
I feel so great.	\n **I feel so great.** \n I'm happy you're happy! 
I love my life.	\n **I love my life.** \n I'm happy you're happy! 
I'm a happy camper.	\n **I'm a happy camper.** \n I'm happy you're happy! 
I'm absolutely delighted.	\n **I'm absolutely delighted.** \n I'm happy you're happy! 
I'm feeling cheerful.	\n **I'm feeling cheerful.** \n I'm happy you're happy! 
I'm feeling giddy.	\n **I'm feeling giddy.** \n I'm happy you're happy! 
I'm feeling so chipper.	\n **I'm feeling so chipper.** \n I'm happy you're happy! 
I'm happy as a clam.	\n **I'm happy as a clam.** \n I'm happy you're happy! 
I'm having a good day.	\n **I'm having a good day.** \n I'm happy you're happy! 
I'm having a lovely day.	\n **I'm having a lovely day.** \n I'm happy you're happy! 
I'm having a wonderful day.	\n **I'm having a wonderful day.** \n I'm happy you're happy! 
I'm in such a great mood.	\n **I'm in such a great mood.** \n I'm happy you're happy! 
I'm on clould nine.	\n **I'm on clould nine.** \n I'm happy you're happy! 
I'm over the moon.	\n **I'm over the moon.** \n I'm happy you're happy! 
I'm overjoyed.	\n **I'm overjoyed.** \n I'm happy you're happy! 
I'm the happiest guy on earth.	\n **I'm the happiest guy on earth.** \n I'm happy you're happy! 
I'm walking on sunshine.	\n **I'm walking on sunshine.** \n I'm happy you're happy! 
I've never been happier.	\n **I've never been happier.** \n I'm happy you're happy! 
I'm all smiles	\n **I'm all smiles** \n I'm happy you're happy! 
I'm in such a good mood.	\n **I'm in such a good mood.** \n I'm happy you're happy! 
I'm joyous.	\n **I'm joyous.** \n I'm happy you're happy! 
I'm just a cheerful gal	\n **I'm just a cheerful gal** \n I'm happy you're happy! 
I'm just a cheerful girl	\n **I'm just a cheerful girl** \n I'm happy you're happy! 
I'm just a cheerful kind of guy	\n **I'm just a cheerful kind of guy** \n I'm happy you're happy! 
I'm just a cheerful person	\n **I'm just a cheerful person** \n I'm happy you're happy! 
I'm living the dream!	\n **I'm living the dream!** \n I'm happy you're happy! 
I'm the happiest gal in the world.	\n **I'm the happiest gal in the world.** \n I'm happy you're happy! 
I'm the happiest girl in the world.	\n **I'm the happiest girl in the world.** \n I'm happy you're happy! 
It's hard not to be happy	\n **It's hard not to be happy** \n I'm happy you're happy! 
Just sitting here and chatting.	\n **Just sitting here and chatting.** \n I'm happy you're happy! 
LIfe is beautiful.	\n **LIfe is beautiful.** \n I'm happy you're happy! 
Life is good	\n **Life is good** \n I'm happy you're happy! 
Life is good.	\n **Life is good.** \n I'm happy you're happy! 
My spirits are excellent.	\n **My spirits are excellent.** \n I'm happy you're happy! 
Today is the best.	\n **Today is the best.** \n I'm happy you're happy! 
We couldn't be happier.	\n **We couldn't be happier.** \n I'm happy you're happy! 
what a great day.	\n **what a great day.** \n I'm happy you're happy! 
What can I say? I'm just happy	\n **What can I say? I'm just happy** \n I'm happy you're happy! 
You've never met anyone more joyful than me	\n **You've never met anyone more joyful than me** \n I'm happy you're happy! 
And now I'm back	\n **And now I'm back** \n Hey there! 
And we're back	\n **And we're back** \n Hey there! 
Bot I'm here	\n **Bot I'm here** \n Hey there! 
Bro I'm here	\n **Bro I'm here** \n Hey there! 
Girl I am back	\n **Girl I am back** \n Hey there! 
Here I am	\n **Here I am** \n Hey there! 
Here I am dude	\n **Here I am dude** \n Hey there! 
Hey dude, I'm back	\n **Hey dude, I'm back** \n Hey there! 
Hey I'm back	\n **Hey I'm back** \n Hey there! 
I am here	\n **I am here** \n Hey there! 
I am present	\n **I am present** \n Hey there! 
I am present and accounted for	\n **I am present and accounted for** \n Hey there! 
I have arrived	\n **I have arrived** \n Hey there! 
I have returned	\n **I have returned** \n Hey there! 
I'm back	\n **I'm back** \n Hey there! 
